Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,Low Value,173.39,214.14,54.9,66.1,Yes
Treatment,,203.79,368.65,51.1,49.6,Yes
Treatment,Medium Value,196.52,315.28,73.8,84.7,Yes
Treatment,High Value,249.71,386.89,96.2,100.0,Yes
Treatment,Medium Value,160.45,252.49,70.3,46.5,Yes
Control,,194.25,233.32,66.8,76.2,Yes
Control,Medium Value,181.91,227.17,70.3,70.3,Yes
,Medium Value,91.82,152.93,70.3,59.7,No
Treatment,High Value,295.95,477.37,92.5,100.0,No
Treatment,Low Value,222.62,350.37,47.3,62.3,No
Control,High Value,262.02,309.64,72.2,66.3,No
Control,Medium Value,203.79,295.16,72.3,73.9,Yes
Control,,143.19,280.53,63.5,76.0,No
Treatment,Low Value,203.79,325.12,70.3,53.8,Yes
Treatment,Low Value,132.04,200.4,70.3,73.9,No
Control,High Value,212.48,255.27,82.7,100.0,Yes
Treatment,Low Value,88.04,130.17,50.2,54.1,Yes
Control,High Value,194.44,250.5,61.9,54.2,No
Treatment,,112.23,183.25,70.2,98.0,Yes
Control,Medium Value,117.47,138.92,53.7,59.0,Yes
Treatment,Medium Value,203.79,273.61,65.5,91.2,Yes
Control,Low Value,136.63,174.98,70.3,71.0,No
,,177.46,280.53,59.7,76.0,No
Control,Medium Value,276.24,335.03,65.6,79.5,No
Control,High Value,168.51,202.99,78.0,100.0,No
Control,High Value,178.81,215.51,74.5,88.5,No
Control,Medium Value,203.79,252.5,76.2,73.9,No
Treatment,High Value,159.96,248.1,82.4,73.9,Yes
,Medium Value,135.47,212.02,71.3,67.1,No
Treatment,Medium Value,167.92,265.19,75.2,79.5,No
Control,,203.79,250.66,57.6,73.9,No
Control,Low Value,203.79,112.44,32.0,73.9,Yes
Treatment,Medium Value,140.65,217.92,74.4,83.3,No
Control,Low Value,203.79,282.77,53.3,62.1,Yes
,Medium Value,203.36,273.2,51.4,69.8,Yes
Control,High Value,198.06,243.75,100.0,100.0,Yes
Control,High Value,278.85,345.36,70.3,100.0,
Control,High Value,291.65,357.32,69.1,64.8,No
Treatment,High Value,243.2,390.74,78.0,83.8,No
,,240.15,374.29,65.7,75.2,No
Treatment,High Value,149.07,280.53,70.3,100.0,Yes
Treatment,High Value,156.84,255.96,75.6,85.3,Yes
Treatment,High Value,298.29,476.81,78.1,68.9,Yes
Control,High Value,187.43,229.86,70.3,97.1,No
Control,,94.41,121.12,91.8,73.9,Yes
Control,,215.24,256.54,82.0,73.9,
Control,,157.76,196.11,49.2,53.4,Yes
Treatment,Low Value,170.56,276.75,52.9,73.9,No
Treatment,Low Value,88.04,84.26,49.2,56.0,No
Treatment,Low Value,203.79,75.68,70.3,49.4,Yes
Control,,174.4,201.17,57.9,49.8,
Treatment,Low Value,203.79,244.15,48.1,50.2,Yes
Control,Medium Value,203.79,201.55,63.3,69.2,No
Treatment,,276.37,439.41,76.0,76.0,
Treatment,High Value,153.11,280.53,67.6,73.9,Yes
,,149.48,185.06,49.5,49.1,Yes
Control,Medium Value,165.54,204.53,70.3,73.9,No
,Low Value,204.08,333.05,47.0,57.4,
Treatment,High Value,96.35,280.53,70.3,98.9,No
Control,High Value,164.48,208.56,70.3,73.9,
Treatment,Medium Value,243.37,394.16,64.5,74.6,No
Treatment,,136.87,214.49,72.0,74.2,No
,Medium Value,203.79,236.17,57.7,65.2,No
Treatment,Medium Value,203.79,423.98,72.5,73.9,No
Control,Low Value,170.65,210.89,48.3,53.0,Yes
,,203.79,430.75,57.9,73.9,Yes
Control,High Value,271.97,323.7,83.4,85.5,No
Treatment,,148.17,232.34,61.8,79.7,Yes
Control,Medium Value,113.18,137.06,55.1,39.8,No
,,141.37,227.94,54.5,60.5,No
Control,Medium Value,203.79,253.47,66.5,73.9,Yes
Treatment,High Value,228.99,360.44,100.0,100.0,Yes
Treatment,High Value,244.07,383.41,100.0,100.0,Yes
Treatment,,135.31,220.62,64.6,57.9,Yes
Treatment,,156.03,258.93,70.3,63.9,
,High Value,222.41,280.53,98.6,100.0,No
Treatment,Low Value,263.05,419.9,49.0,63.9,No
Treatment,High Value,143.1,220.27,81.7,95.6,Yes
Treatment,Medium Value,176.54,285.12,80.5,79.0,Yes
Treatment,Medium Value,171.25,261.56,70.2,77.4,Yes
Control,High Value,203.79,257.42,96.9,94.3,Yes
,Medium Value,124.8,151.56,78.9,81.3,No
Treatment,,167.58,267.03,50.1,39.7,Yes
Control,High Value,271.57,330.47,95.2,73.9,Yes
Treatment,High Value,111.27,190.46,88.5,98.9,
Treatment,High Value,247.78,385.71,92.4,100.0,
Control,Medium Value,123.32,151.11,70.6,84.3,Yes
Treatment,Medium Value,200.83,319.03,82.5,73.9,Yes
Treatment,High Value,227.7,368.71,69.7,85.8,No
Control,Medium Value,205.34,245.19,63.1,86.3,No
Control,Medium Value,160.85,183.37,66.4,82.9,Yes
Treatment,High Value,237.3,365.06,86.6,94.9,No
Control,High Value,128.45,162.83,73.2,73.9,No
Control,Medium Value,232.2,280.53,60.6,60.9,No
Treatment,High Value,175.64,278.31,70.3,84.6,No
Control,High Value,222.54,265.13,81.3,92.2,Yes
Control,High Value,187.69,229.49,64.2,70.6,No
Treatment,High Value,289.13,460.43,81.9,68.9,No
Control,Medium Value,206.1,250.03,55.4,67.6,No
Control,High Value,231.53,290.37,91.6,92.8,
Treatment,Low Value,199.97,322.03,53.0,44.2,No
Treatment,High Value,184.94,292.26,97.4,100.0,No
Treatment,Low Value,176.03,283.58,53.2,73.9,Yes
Control,High Value,208.18,254.05,74.9,65.1,Yes
Treatment,Low Value,189.2,301.37,27.8,27.6,Yes
Treatment,,135.76,214.13,62.1,58.5,Yes
Control,High Value,158.65,280.53,80.1,79.7,
Treatment,,203.79,408.73,60.3,38.4,Yes
Treatment,High Value,237.08,367.73,70.3,100.0,No
Treatment,Low Value,126.92,210.47,56.7,57.4,Yes
Treatment,,203.79,450.37,83.6,100.0,Yes
Control,Medium Value,159.45,188.29,70.3,78.2,No
Treatment,High Value,203.79,357.57,96.5,94.2,No
Treatment,,243.33,381.66,63.2,71.3,No
Control,Medium Value,246.73,280.53,74.9,68.4,No
Treatment,High Value,158.5,280.53,100.0,100.0,No
Control,Low Value,185.07,230.25,59.4,56.4,No
Control,,169.22,206.84,82.6,91.4,Yes
Control,Medium Value,209.88,244.98,57.3,73.9,Yes
Treatment,Low Value,88.04,136.38,76.0,29.2,No
Control,Medium Value,160.13,191.96,69.3,75.6,No
Control,Low Value,120.28,145.65,53.0,52.3,No
Control,,238.54,282.22,49.1,38.3,Yes
Treatment,High Value,162.54,242.64,59.9,77.3,No
Treatment,Medium Value,262.08,421.99,70.6,82.9,No
Treatment,Medium Value,248.02,392.97,27.4,31.9,
,Low Value,203.79,283.99,51.7,63.4,Yes
Treatment,,203.79,404.92,78.4,65.7,Yes
Treatment,High Value,178.35,280.53,77.3,94.1,
Treatment,High Value,229.89,368.75,70.3,100.0,Yes
Control,High Value,227.57,270.83,85.7,97.2,No
Control,Low Value,134.36,161.43,74.6,75.8,
,Low Value,173.87,207.94,70.3,73.9,No
Control,,225.22,271.33,70.3,72.5,Yes
Treatment,Medium Value,270.29,280.53,62.6,73.9,No
Control,Medium Value,163.52,204.58,70.3,96.0,Yes
Control,Low Value,203.79,214.0,49.0,48.4,Yes
Control,Low Value,157.46,280.53,58.9,56.9,Yes
Control,Medium Value,203.79,238.99,66.6,73.9,Yes
,Low Value,138.43,211.46,52.7,48.3,No
,Low Value,160.25,252.87,70.3,72.4,No
Treatment,High Value,294.73,280.53,62.1,73.9,Yes
Control,,214.26,256.16,70.3,100.0,Yes
Treatment,Medium Value,187.52,297.02,75.6,81.5,
,Medium Value,203.79,159.48,73.3,71.1,No
Treatment,High Value,247.62,386.99,67.2,65.3,No
Treatment,Low Value,202.31,314.58,43.2,73.9,Yes
,Medium Value,188.03,290.98,72.1,76.9,No
,Medium Value,203.79,280.53,70.3,62.2,Yes
Treatment,Medium Value,155.92,248.56,62.2,74.8,Yes
Control,Low Value,116.65,145.57,43.4,44.2,No
Treatment,High Value,186.7,299.78,87.8,73.9,No
Control,Medium Value,136.3,160.84,68.9,64.8,No
,High Value,217.54,272.09,91.6,100.0,Yes
Control,,215.13,258.59,73.2,100.0,No
Control,Low Value,216.48,269.01,54.4,54.6,Yes
Control,Low Value,146.01,176.09,52.4,61.9,Yes
Treatment,,203.79,282.2,45.7,46.7,No
Treatment,Low Value,169.77,261.19,60.2,54.0,No
Treatment,Low Value,204.18,329.22,56.5,73.9,No
Treatment,Low Value,110.9,180.79,48.1,73.9,Yes
Control,Medium Value,142.86,170.16,70.3,74.6,No
Treatment,High Value,170.78,280.53,96.7,73.9,
Treatment,Low Value,203.79,194.39,40.0,40.4,Yes
Control,Medium Value,210.19,265.53,70.3,48.4,Yes
Control,High Value,203.79,292.55,91.0,73.9,
Treatment,Low Value,223.63,355.04,65.5,67.8,No
Treatment,Low Value,154.08,243.05,46.9,73.9,No
Control,Medium Value,158.7,193.82,61.5,56.5,
Treatment,High Value,203.79,245.4,84.4,73.9,Yes
Treatment,Low Value,227.37,350.76,48.3,53.0,Yes
Treatment,High Value,203.79,301.52,82.3,79.9,No
,Medium Value,133.16,208.91,70.3,73.9,No
Control,,205.07,280.53,52.1,60.9,Yes
Control,High Value,187.44,223.59,95.1,100.0,Yes
Control,Medium Value,121.56,160.83,72.6,89.2,Yes
Treatment,Medium Value,203.79,228.66,67.9,83.3,Yes
Treatment,Low Value,203.79,272.74,49.8,56.4,Yes
,High Value,150.94,242.52,71.7,73.9,Yes
,Low Value,165.62,263.85,70.3,43.4,No
Treatment,Low Value,125.57,280.53,38.9,51.8,Yes
Control,,150.44,181.16,94.6,87.8,No
Treatment,High Value,203.79,257.35,79.0,84.4,Yes
Treatment,High Value,203.79,342.1,90.6,88.9,Yes
Control,Medium Value,195.3,235.95,61.0,73.7,No
Treatment,Medium Value,225.9,360.29,67.6,82.1,No
Control,High Value,164.54,206.83,70.3,90.9,No
Control,Medium Value,253.07,313.97,85.1,100.0,
Control,Low Value,293.98,361.84,48.1,73.9,Yes
Control,High Value,175.34,218.37,97.0,100.0,Yes
Control,Low Value,88.04,111.46,70.3,49.7,Yes
Treatment,High Value,101.3,150.68,100.0,100.0,Yes
Control,Low Value,143.07,173.19,58.4,58.3,No
Control,High Value,155.89,190.68,78.4,87.2,Yes
Treatment,Low Value,163.46,262.06,45.9,64.5,
,,222.28,345.87,100.0,73.9,
,High Value,135.27,161.35,97.5,100.0,Yes
Treatment,Medium Value,178.82,280.34,65.6,54.5,No
Treatment,Low Value,203.79,217.41,44.5,48.7,Yes
,,203.79,333.37,70.3,100.0,Yes
Control,,114.5,140.2,49.0,48.2,No
Treatment,Medium Value,146.16,226.44,73.1,72.4,Yes
Control,High Value,200.61,238.47,80.4,100.0,Yes
Control,Medium Value,160.35,197.68,67.5,66.5,Yes
Treatment,Medium Value,234.0,370.37,87.1,85.1,No
Control,High Value,146.33,180.51,87.5,98.7,No
Control,Medium Value,139.03,171.09,82.6,99.7,
Control,High Value,276.77,345.1,66.7,84.0,Yes
Control,Low Value,113.58,145.69,39.3,42.5,Yes
Control,Medium Value,203.79,280.53,75.3,73.9,Yes
Treatment,High Value,172.27,269.04,77.2,80.1,No
Treatment,High Value,166.5,261.09,85.4,87.5,No
Control,Medium Value,153.59,280.53,46.4,67.3,No
Treatment,Low Value,203.79,203.32,38.5,51.3,Yes
Control,Medium Value,226.56,280.53,68.7,71.5,
Control,High Value,201.74,237.6,79.9,96.5,No
,Low Value,211.36,262.39,48.9,73.9,Yes
,Medium Value,240.39,292.48,84.6,85.8,No
Control,High Value,225.28,268.72,92.4,99.0,Yes
Treatment,Medium Value,110.6,182.24,88.6,82.3,Yes
,Low Value,122.37,201.2,52.9,56.3,Yes
Control,Low Value,196.15,280.53,64.7,60.8,No
Treatment,Low Value,169.68,272.36,59.0,60.5,No
Control,Low Value,190.28,227.3,70.3,73.9,Yes
Treatment,Low Value,169.39,256.16,50.2,63.0,No
Control,Medium Value,165.27,194.12,65.3,82.1,No
Treatment,Low Value,203.79,301.8,59.7,73.3,Yes
Control,,88.04,94.89,53.7,73.9,No
Control,High Value,184.44,236.97,70.3,77.0,No
,Low Value,171.51,264.11,42.3,48.4,Yes
Treatment,,213.96,336.64,70.3,83.2,Yes
,High Value,203.79,160.69,77.3,99.7,No
Treatment,High Value,203.85,316.9,74.9,84.5,Yes
Control,,161.57,200.04,55.5,73.9,Yes
Treatment,,179.4,280.53,77.8,94.7,Yes
Treatment,High Value,276.79,456.8,65.4,73.9,No
Control,Medium Value,145.22,187.29,71.1,92.3,Yes
Treatment,Low Value,145.0,232.72,70.8,76.0,Yes
Treatment,Medium Value,260.02,412.03,70.2,73.9,No
Control,,222.27,268.82,52.3,73.9,No
Treatment,Low Value,116.15,190.08,53.0,63.9,No
,Medium Value,212.94,256.39,70.3,73.9,No
Control,Medium Value,203.85,243.77,71.5,74.6,Yes
Control,,215.74,271.73,92.1,100.0,No
Control,,127.67,151.64,69.4,80.3,Yes
Control,Medium Value,152.48,185.88,50.4,53.0,Yes
Treatment,Medium Value,203.79,243.13,90.1,73.9,No
Control,Low Value,203.79,228.74,53.0,60.9,No
Control,,149.14,182.89,70.3,73.9,No
Treatment,Low Value,145.53,230.72,45.4,52.2,Yes
Treatment,High Value,203.79,257.9,70.3,89.3,Yes
,High Value,126.61,198.38,100.0,100.0,No
Control,High Value,316.72,417.56,83.1,86.7,Yes
Control,Low Value,181.45,221.76,50.4,54.0,Yes
Control,Medium Value,255.86,312.55,61.5,75.9,No
Treatment,High Value,134.93,222.87,99.2,94.8,No
Control,High Value,203.79,336.32,100.0,73.9,No
Treatment,Low Value,147.19,228.94,40.4,45.3,No
Control,High Value,232.9,285.07,84.9,100.0,Yes
Treatment,,203.79,371.25,65.2,77.2,No
Control,,233.44,274.15,70.3,45.8,No
Control,Low Value,164.22,190.6,48.6,73.9,Yes
,Medium Value,139.46,173.16,65.3,63.6,No
Treatment,,182.91,284.85,56.9,73.9,Yes
Treatment,Medium Value,211.3,329.95,71.4,79.5,Yes
Control,High Value,172.07,211.71,91.1,100.0,Yes
Control,Medium Value,166.36,202.8,73.3,84.8,Yes
Control,Low Value,102.83,280.53,49.6,51.3,
Treatment,Medium Value,203.79,222.81,47.0,58.9,Yes
Control,Low Value,186.64,225.34,46.6,60.3,No
Control,Low Value,207.41,253.09,45.0,61.8,Yes
Control,High Value,258.32,280.53,82.7,79.3,Yes
Control,Medium Value,298.6,367.73,74.2,90.6,No
Treatment,,277.01,439.45,100.0,100.0,Yes
Treatment,Medium Value,168.32,280.59,59.3,68.6,No
Control,Medium Value,139.78,171.67,70.4,71.9,Yes
Control,Medium Value,170.03,208.99,70.5,87.6,Yes
,,158.21,280.53,82.8,73.9,Yes
,Medium Value,192.98,317.55,70.3,73.9,Yes
,Low Value,203.79,247.2,48.8,73.9,No
Treatment,Low Value,187.71,295.79,51.9,57.6,No
Treatment,Medium Value,257.47,398.47,70.3,80.1,Yes
Control,Low Value,190.37,280.53,57.2,57.4,No
Treatment,High Value,125.73,201.29,70.3,100.0,No
Treatment,High Value,170.91,268.29,70.3,100.0,Yes
Control,High Value,219.78,245.75,70.3,81.7,No
Control,Medium Value,199.15,239.48,52.4,63.7,Yes
Treatment,Medium Value,248.65,383.52,57.1,73.9,No
Control,Low Value,164.4,209.21,53.0,67.1,Yes
Treatment,Low Value,162.3,256.27,60.8,67.2,No
Control,Low Value,95.73,124.43,50.2,54.8,Yes
Treatment,High Value,161.89,260.81,73.8,73.9,No
Control,High Value,215.05,268.24,70.3,57.5,No
Treatment,High Value,207.29,347.87,70.3,73.9,No
Treatment,,236.77,380.84,81.1,68.1,No
Treatment,,185.33,315.68,40.5,46.3,Yes
Control,,182.45,225.77,69.0,76.1,No
Control,Medium Value,134.53,171.92,70.3,76.8,Yes
Treatment,High Value,204.68,280.53,99.3,73.9,No
,Medium Value,174.74,265.1,58.5,63.2,No
,Medium Value,263.04,303.28,70.3,98.9,No
Control,Medium Value,250.65,309.19,81.0,83.4,No
,High Value,181.07,217.28,86.4,88.4,Yes
Control,Low Value,134.84,162.62,56.3,57.9,Yes
Control,Low Value,107.05,129.18,57.3,70.2,No
,Medium Value,170.38,203.34,64.0,60.6,No
Treatment,Low Value,147.3,245.16,41.1,43.0,Yes
Control,Low Value,282.36,336.63,45.3,73.9,No
,High Value,142.48,230.8,70.3,61.6,No
,High Value,203.79,259.43,70.3,100.0,No
Control,Medium Value,146.89,280.53,84.0,84.2,Yes
Treatment,Medium Value,203.85,316.9,62.3,63.5,Yes
Treatment,,170.81,261.13,62.5,81.2,Yes
Control,High Value,259.86,314.47,84.6,73.9,No
Treatment,,185.9,280.53,67.3,70.0,Yes
,High Value,203.79,394.36,79.0,78.1,No
Treatment,High Value,161.83,261.95,100.0,100.0,Yes
,Low Value,224.01,346.58,53.1,73.9,Yes
Control,Low Value,137.24,164.12,28.7,36.6,No
,,203.79,170.95,64.2,78.4,No
,Low Value,151.3,178.2,59.2,73.9,Yes
,Low Value,160.65,199.62,47.4,73.9,Yes
Control,Low Value,111.89,134.86,56.1,63.9,Yes
Control,Low Value,206.74,255.76,64.6,59.1,Yes
Treatment,Medium Value,143.37,280.53,72.2,69.9,No
Treatment,,142.14,219.39,62.6,75.6,No
Control,Low Value,180.72,225.59,58.4,65.2,Yes
,Low Value,204.27,249.02,55.5,73.9,Yes
Control,Medium Value,127.15,146.35,77.6,76.9,No
Control,Medium Value,229.21,274.5,65.6,87.0,Yes
Treatment,Low Value,88.04,120.41,46.0,44.4,Yes
Control,High Value,203.79,267.11,94.1,74.8,No
Treatment,Medium Value,126.93,280.53,74.3,62.0,Yes
Control,,154.6,280.53,64.0,69.4,Yes
Control,Medium Value,278.24,344.23,70.3,58.3,No
Control,Low Value,123.09,143.79,70.3,59.1,
Control,Low Value,154.1,188.88,43.8,53.0,No
,Medium Value,130.39,214.72,67.1,72.3,
,Low Value,213.71,337.7,57.9,49.7,No
Treatment,Low Value,184.36,295.09,36.5,36.3,No
Control,Medium Value,218.54,271.43,72.7,73.0,No
Control,Low Value,224.36,274.46,55.0,70.3,Yes
Treatment,High Value,186.76,292.73,75.7,82.0,
Treatment,Low Value,203.79,331.86,54.6,68.3,No
Control,Low Value,223.18,265.74,60.2,67.7,No
Control,,203.25,239.31,74.1,77.1,No
Treatment,Medium Value,203.79,280.53,90.5,88.7,No
Control,High Value,203.79,173.99,86.6,100.0,No
Control,,181.4,228.25,58.7,54.4,Yes
Treatment,High Value,203.79,230.81,100.0,100.0,
Control,High Value,130.56,157.42,92.3,99.2,Yes
Treatment,Medium Value,231.23,280.53,87.6,73.9,No
Control,Low Value,141.5,169.53,55.1,52.6,Yes
Treatment,,312.66,477.37,84.7,85.7,Yes
Control,High Value,203.85,243.77,70.3,84.1,Yes
Treatment,High Value,167.8,280.53,85.7,95.1,No
Treatment,,203.19,317.79,94.1,100.0,Yes
Treatment,Medium Value,203.79,300.13,70.3,54.2,Yes
,Medium Value,182.39,285.71,60.3,54.6,No
Control,,187.19,228.89,88.9,91.5,No
Control,,316.72,429.41,64.1,64.9,No
Treatment,,295.11,465.41,86.9,100.0,Yes
,Medium Value,222.53,266.05,70.3,91.0,No
Control,,115.81,149.34,61.1,73.9,Yes
Control,High Value,201.41,280.53,82.0,73.9,
Control,,238.51,288.58,64.7,69.7,No
Control,Low Value,192.45,224.53,43.1,38.9,
Treatment,Low Value,231.29,359.93,70.3,47.0,Yes
,High Value,162.53,263.95,71.9,48.3,Yes
Treatment,Medium Value,181.07,296.09,59.1,73.1,No
Treatment,,164.99,262.65,84.1,73.9,Yes
Control,High Value,271.42,280.53,73.9,81.1,
,,192.14,230.26,66.8,73.9,No
Treatment,High Value,165.06,268.04,70.3,73.9,
Control,,200.84,237.57,55.3,64.3,No
Control,Low Value,167.24,200.18,60.2,66.8,Yes
Treatment,,172.28,284.78,100.0,100.0,Yes
Control,,250.37,310.07,70.2,82.5,No
Treatment,,203.79,304.58,71.3,80.8,Yes
Treatment,High Value,172.47,267.32,100.0,73.9,No
Control,High Value,203.79,182.64,79.8,100.0,No
Control,High Value,203.79,312.02,100.0,100.0,No
Treatment,High Value,222.83,358.06,70.3,71.7,No
Treatment,Medium Value,146.53,240.38,67.3,71.0,No
,High Value,169.81,211.9,70.3,80.7,No
,High Value,195.23,324.8,72.0,66.1,No
Treatment,,196.12,316.12,76.3,59.6,No
Treatment,,173.89,276.0,56.6,63.1,No
Control,Medium Value,96.24,120.24,70.3,96.2,Yes
,Low Value,170.18,270.37,70.3,57.9,No
Control,,118.31,153.17,42.1,48.4,
Treatment,Medium Value,263.3,424.35,73.1,75.8,Yes
Control,Low Value,203.79,266.92,70.3,54.9,Yes
Treatment,Low Value,211.65,319.02,47.3,46.8,Yes
,Low Value,88.04,75.68,70.3,60.9,No
Control,Medium Value,168.35,199.29,85.7,93.0,No
Control,High Value,197.05,252.16,83.3,82.1,Yes
Treatment,Medium Value,211.6,327.89,77.8,88.8,No
,,228.13,364.41,78.7,73.9,Yes
Treatment,Medium Value,248.66,407.5,79.2,95.5,Yes
Control,,88.04,77.19,70.3,53.6,No
Treatment,High Value,162.08,253.76,79.8,79.9,Yes
Control,,191.07,233.44,72.1,73.9,No
Treatment,Medium Value,223.35,341.35,62.1,63.0,No
Control,,256.12,300.4,70.3,77.5,No
Control,High Value,225.83,277.89,87.4,100.0,Yes
Control,High Value,161.19,180.1,76.6,60.6,No
Treatment,Low Value,146.58,231.51,49.1,51.1,No
,High Value,166.02,261.86,84.4,84.8,No
Treatment,Low Value,203.79,212.59,48.9,48.4,
Control,Medium Value,203.79,155.8,65.7,74.2,Yes
Control,,125.02,150.99,49.3,47.6,Yes
Treatment,,203.79,366.94,100.0,100.0,Yes
Treatment,,166.76,264.74,70.3,74.1,Yes
,High Value,203.79,222.39,70.3,83.6,Yes
Control,Low Value,98.39,122.21,48.7,62.7,Yes
Control,Medium Value,164.45,201.07,67.6,63.7,No
Control,,230.8,279.94,70.2,36.2,Yes
Control,Medium Value,175.63,216.3,69.9,73.9,Yes
Control,High Value,247.37,307.11,85.0,97.2,Yes
Treatment,Medium Value,194.51,309.97,77.2,90.0,Yes
Control,High Value,206.04,241.67,77.4,73.9,No
Control,High Value,116.66,132.8,76.6,100.0,Yes
Control,Medium Value,158.78,190.96,54.2,63.6,No
,Medium Value,162.2,194.64,65.6,80.1,Yes
Control,,239.21,291.49,52.7,63.0,Yes
Treatment,Low Value,169.26,276.78,52.8,51.0,No
Control,Medium Value,256.0,319.54,80.5,81.2,Yes
,Medium Value,243.31,290.74,60.0,61.6,Yes
Control,Medium Value,149.91,171.75,55.0,81.0,
Treatment,Medium Value,186.49,294.91,69.3,73.0,No
Treatment,High Value,203.79,457.04,84.8,96.8,Yes
,Medium Value,214.21,334.18,76.5,82.4,No
Control,Medium Value,217.24,263.71,66.2,76.7,Yes
Treatment,Medium Value,228.07,357.93,81.3,84.7,No
Control,Medium Value,208.94,263.11,67.5,73.9,Yes
Control,,234.64,300.04,81.4,71.4,Yes
Treatment,Low Value,168.79,271.2,70.3,53.9,
Control,,203.79,198.67,70.3,64.7,No
Control,Low Value,116.57,134.55,46.0,54.2,Yes
Control,Low Value,88.04,280.53,56.4,73.9,Yes
,Low Value,153.03,248.15,70.3,75.4,No
Control,High Value,236.55,289.48,87.1,100.0,No
,Low Value,203.79,222.17,60.9,58.3,Yes
Treatment,High Value,239.37,362.15,100.0,100.0,Yes
Control,High Value,193.87,221.15,80.3,73.9,No
Control,Low Value,294.37,280.53,55.9,56.9,Yes
Treatment,,251.15,393.77,52.8,73.9,No
Control,Low Value,102.94,280.53,47.7,57.8,Yes
Control,,214.41,259.13,66.8,59.6,Yes
Control,,265.92,280.53,70.3,71.9,Yes
,Low Value,88.04,84.27,70.3,65.2,Yes
Control,,198.65,280.53,70.3,66.3,Yes
Treatment,High Value,234.7,357.23,65.2,76.5,No
Treatment,Medium Value,178.12,254.12,66.8,73.9,No
Treatment,Medium Value,202.15,280.53,70.0,81.3,No
Treatment,,203.79,271.82,58.1,58.0,Yes
Control,,245.44,303.77,85.0,85.2,No
Control,Medium Value,270.48,327.37,68.6,73.9,Yes
Control,High Value,250.51,291.13,91.2,85.2,Yes
,Low Value,217.05,262.6,47.2,52.0,Yes
Control,,203.79,184.47,70.3,100.0,Yes
Treatment,Medium Value,203.79,453.56,70.3,77.7,
Treatment,Medium Value,191.48,296.25,71.4,76.8,Yes
Control,High Value,193.68,225.49,100.0,100.0,Yes
Control,Medium Value,210.25,251.3,71.2,69.3,No
Control,Medium Value,203.85,243.77,83.0,73.9,Yes
Treatment,Medium Value,186.35,290.19,54.1,73.9,No
Control,Low Value,187.72,215.48,62.4,51.1,No
,Low Value,147.73,172.83,60.3,73.9,No
Control,Medium Value,188.57,232.47,48.7,27.6,No
Treatment,High Value,171.78,272.87,82.4,73.9,Yes
,Low Value,136.82,164.62,54.8,76.0,No
Treatment,High Value,142.08,214.11,95.9,100.0,Yes
Treatment,Medium Value,171.18,283.43,81.9,96.0,Yes
Treatment,Medium Value,164.05,276.54,52.8,60.6,No
,,228.96,349.89,88.0,85.6,Yes
Treatment,,223.27,357.43,44.0,73.9,Yes
,High Value,233.51,357.45,77.6,73.9,No
Control,High Value,251.54,308.2,98.0,87.1,No
Control,Medium Value,232.59,266.8,59.8,60.3,Yes
Control,Low Value,127.18,151.45,52.3,60.0,No
Treatment,High Value,183.99,292.26,78.7,69.8,Yes
,Low Value,203.79,307.38,58.9,66.8,
Treatment,Medium Value,162.97,249.34,50.2,60.3,No
Treatment,Low Value,256.09,406.65,61.5,66.7,Yes
,Medium Value,166.12,261.69,84.9,73.6,Yes
Control,Low Value,88.04,89.41,70.3,68.2,Yes
Treatment,High Value,190.34,290.56,90.2,96.2,No
Treatment,Medium Value,240.19,391.03,70.3,55.0,No
Control,High Value,293.46,356.1,70.3,73.9,Yes
